Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
North Allegheny ST,Sam Barlow EL,Rafael Li,Neg,28,29
Ft Lauderdale EB,Riverwood LF,Tehya Walkingstick,Neg,27,28
Immaculate Heart BC,Durham RL,Aida Ruan,Aff,29,29
Woodrow Wilson SR,Peninsula AB,Carlos Carrasco,Aff,29,29
Mercer Island KS,Lake Highland Prep AV,Yoyo Lei,Neg,29,29
Millburn AX,Lexington AK,Kate Totz,Neg,29,30
Holy Cross JD,Coppell RM,Iyana Trotman,Neg,29,30
Carnegie Vanguard SR,Strake Jesuit  KS,Jeffrey Swift,Aff,29,29
Marlborough MS,Harvard-Westlake CC,David Dosch,Neg,28,29
Northland Christian LB,Lexington AR,Cyprian Dumas,Aff,30,29
Holy Ghost Prep CR,Midlothian VS,Srini Guda,Neg,27,28
Brentwood AR,Montgomery CH,Samuel Shafiro,Neg,29,29
Westlake MR,Lincoln East BH,Vishan Chaudhary,Aff,29,28
King CP,Scarsdale KS,Sreyaash Das,Neg,29,30
Durham BG,Millard North JS,Ramanathan Balasubramanian,Aff,28,27
Marlborough MJ,Millburn ST,Jack Quisenberry,Neg,28,29
Catonsville AT,Millard North NL,Gordon Krauss,Neg,29,29
Harrison JP,American Heritage Broward SS,Bennett Dombcik,Neg,29,29
Immaculate Heart RR,Harker AR,Derek Ying,Neg,29,29
Lexington BF,Harvard-Westlake IC,Jalyn Wu,Aff,29,29
Orange Lutheran AZ,Strath Haven AM,DavÍ­d Salazar,Neg,30,30
Academy Of Classical Christian Studies JM,Eden Prairie AG,James Stuckert,Aff,29,29
Harvard-Westlake MT,Lexington AT,Madeleine Conrad-Mogin,Neg,29,29
Monta Vista KR,Harvard-Westlake JH,Parth Misra,Aff,30,30
Presentation AB,Charlotte Latin AP,Claudia Ribera,Neg,29,29
Pennsbury GB,Coppell HA,Conor Obrien,Aff,29,26
Strake Jesuit  JY,La Salle TP,Emily Atamov,Neg,29,29
Harrison AC,Ayala AM,Devin Anderson,Neg,29,29
Monta Vista RD,Village RB,Tommy Jordan,Neg,29,29
Montgomery JA,Millard North AR,Manny Navarrete,Neg,28,29
Harker DS,Peninsula RM,Emilyn Hazelbrook,Neg,29,30
Brookfield East DJ,West Des Moines Valley RT,David Herrera,Aff,29,29
Peninsula BD,Bronx Science IP,Cale McCrary,Aff,30,27
North Allegheny RR,Lincoln East LZ,Rishi Mukherjee,Aff,29,29
Immaculate Heart JL,Southlake Carroll PK,Praphulla Suryawanshi,Neg,30,30
Memorial BD,West Des Moines Valley SJ,Phoenix Pittman,Aff,29,29
Vestavia Hills DS,Lake Highland Prep PS,Nethmin Liyanage,Neg,29,30
Sequoia AS,Lynbrook SY,Rachel Ding,Neg,30,28
Sage MP,Strake Jesuit  JS,Gerard Grigsby,Aff,30,30
NSU RL,New Trier RK,Luiz Bravim,Neg,29,29
St Agnes EH,Harker MK,Luke Bagdon,Neg,29,30
Cary CP,Unionville PW,Jacob Palmer,Aff,29,29
Charlotte Latin EL,Woodrow Wilson CO,Annie Wang,Neg,28,29
Thomas Edison EnergySmart Charter VG,Peninsula AL,Kristopher Wallen,Aff,29,28
Holy Cross ND,Claudia Taylor Johnson AP,Sim Guerrero,Neg,28,29
Scripps Ranch AS,Memorial DX,David McGinnis,Neg,27,29
Scarsdale OL,Strake Jesuit  JW,Nathan Frenkel,Neg,29,29
NSU SF,Saratoga AG,Eugene Toth,Aff,30,30
Westlake AK,Riverside NS,Kobe Thompson,Aff,29,29
Marlborough VA,Bronx Science NK,Mike Girouard,Neg,28,30
Memorial SC,Midlothian AC,Maxine Adams,Aff,30,29
Ramsay DF,Peninsula SM,Tyler Wood,Neg,29,29
Isidore Newman EE,Prospect ST,Dhruv Channa,Aff,30,29
Immaculate Heart AW,Plano Independent JN,Julian Kuffour,Neg,29,29
Bridgeland PT,Vestavia Hills GJ,Samantha McLoughlin,Neg,29,29
Denton Guyer SB,Silver Creek KZ,Dahlia Bekong,Neg,29,29
American Heritage Broward EM,Cardinal Gibbons RS,Chris Castillo,Neg,29,29
Ardrey Kell RG,Lake Highland Prep AB,Jenn Melin,Neg,29,29
Unionville AS,Strake Jesuit  JK,Zaid Umar,Aff,30,29
Durham SA,Lincoln East EB,Leah Clark-Villanueva,Neg,28,29
Loveless Academic Magnet Program RR,Carrollton KK,Ronald Poole,Aff,29,28
