Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Peninsula AL,Loyola LR,Mohul Aggarwal,Aff,29,28
Loveless Academic Magnet Program RR,Harvard-Westlake LD,Clement Agho-Otoghile,Neg,28,29
Valor Christian LS,Harvard-Westlake AL,Diana Alvarez,Neg,30,30
Westwood AR,Lake Highland Prep AB,Sam Anderson,Neg,29,29
Strake Jesuit  JS,DTHS HV,Joseph Barquin,Neg,29,29
Plano West TS,Durham SA,Benjamin Bies,Neg,27,28
James Logan LZ,Iowa City West HM,Austin Broussard,Neg,28,28
Westwood BJ,Homestead SL,Grant Brown,Neg,30,30
Dulles VN,Harker AR,Anthony Brown,Neg,30,30
Iowa City West NW,Westwood AG,Grant Brown,Neg,29,29
La Salle TP,Scarsdale RM,Hannah Burmahl,Aff,28,27
Ardrey Kell RG,Loyola SG,Dhruv Channa,Neg,29,29
Greenhill NT,Loyola IB,Vishan Chaudhary,Aff,29,28
Harrison TB,Carnegie Vanguard SR,Grant Chmielewski,Neg,29,30
Nova CD,Lake Highland Prep PS,Jeong-Wan Choi,Neg,28,29
Immaculate Heart SP,Leland MN,Leah Clark-Villanueva,Neg,29,30
Cypress Bay ZR,Westridge TW,Kassie Colón,Neg,29,30
Eden Prairie AG,Academy Of Classical Christian Studies JM,Morgan Copeland,Neg,29,29
La Salle MQ,Edina NK,Giovanni Cutri,Neg,28,29
Immaculate Heart SS,Lexington AK,Sreyaash Das,Neg,28,29
Immaculate Heart RR,Lake Highland Prep YA,Sreyaash Das,Neg,29,29
Plano West VV,San Mateo AS,Eric Endsley,Neg,28,29
Westwood PP,Marlborough ML,Nick Fleming,Neg,28,29
Wyoming Virtual JC,Milton AT,Patrick Fox,Neg,29,29
Scarsdale JK,La Reina LS,Joseph Georges,Aff,28,28
Immaculate Heart MF,Coppell ER,Colton Gilbert,Neg,28,28
Ardsley ZS,Aragon ZA,Wyatt Hatfield,Neg,29,29
Memorial SC,Presentation NR,Derek Hilligoss,Neg,30,30
Harvard-Westlake NL,Scarsdale SV,Jonathan Horowitz,Neg,28,28
Westlake AC,James Logan ZW,Dylan Jones,Neg,28,28
Bentonville West KM,New Trier RK,Kyle Kopf,Neg,28,28
