Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Harrison TB,Westview CR,Jacob Lugo,Aff,28,28
McNeil AG,Harvard-Westlake WL,Diana Alvarez,Aff,29,28
Valor Christian LS,Loyola IB,Joseph Barquin,Aff,29,29
Harvard-Westlake ML,Aragon ZA,Silma Bathily,Aff,29,29
Lexington VM,Charlotte Latin AP,Grant Brown,Aff,29,28
Carnegie Vanguard SR,Iowa City West NW,Jeong-Wan Choi,Aff,29,29
La Salle MQ,Isidore Newman GP,Leah Clark-Villanueva,Aff,29,28
Lake Highland Prep YA,Westwood VL,Kassie Colón,Aff,30,30
Harker MK,Harrison JP,Morgan Copeland,Neg,29,29
Harker SY,Strake Jesuit  DA,Lukas Krause,Neg,28,29
Ardsley ZS,Lexington AG,Javier Navarrete,Neg,29,30
Marlborough WR,Ardrey Kell RG,Danielle Dosch,Aff,29,28
Harrison EM,Southlake Carroll SD,Glenda Ferguson,Aff,28,28
Westridge TW,Iowa City West ST,Jayanne Forrest,Aff,30,29
Marlborough AW,BASIS Peoria PY,Colton Gilbert,Neg,29,30
Dr. Phillips BR,Harker DV,Arianna Nelson,Neg,28,29
Marlborough JK,Coppell ER,Derek Hilligoss,Neg,29,29
Dulles VN,James Logan RS,Weronika Janczuk,Aff,29,28
Bellarmine  AK,Westside SY,Dylan Jones,Aff,30,29
Edina JS,Peninsula AB,Micah Thode,Aff,28,28
Millburn AX,Bronx Science NK,Braedon Kirkpatrick,Aff,30,29
Catonsville AT,Garland LY,Mark Kivimaki,Neg,28,30
Dulles IC,Neenah IH,Joe Klinger,Aff,30,28
Harvard-Westlake AL,American Heritage Broward SS,Gordon Krauss,Neg,28,29
DTHS HV,Harker VZ,Julian Kuffour,Aff,29,28
Lake Highland Prep AB,Greenhill KD,Joshua StPeter,Neg,29,30
Immaculate Heart SP,Coppell RM,Sam Larson,Aff,28,28
La Reina LS,Westwood PP,Matt Liu,Neg,28,29
Harvard-Westlake CR,West Des Moines Valley AM,Nethmin Liyanage,Neg,28,28
Memorial BD,Harvard-Westlake NL,Akshay Manglik,Aff,29,29
Sharon RG,Loyola LR,Ian Mattson,Aff,29,29
Westlake MR,Harvard-Westlake KD,Lena Mizrahi,Aff,29,29
Harvard-Westlake AW,Durham SA,Mohul Aggarwal,Neg,28,28
Bentonville West AK,Brophy TJ,Phoenix Pittman,Neg,28,28
Lexington BF,Lake Highland Prep AV,Andrew Qin,Neg,29,29
Wyoming Virtual JC,Nova CD,Peyton Reeves,Aff,29,28
Immaculate Heart RR,Sam Barlow EL,Claudia Ribera,Aff,29,29
Peninsula CS,Memorial DX,Alex Rivera,Aff,29,28
Homestead SL,Strake Jesuit  VM,Tajaih Robinson,Aff,30,30
Plano West VV,Brophy CC,Jessica Skordal,Aff,30,29
American Heritage Broward EB,Marlborough MJ,Collin Smith,Neg,29,29
Garland AA,Marlborough JH,Abishek Stanley,Neg,28,30
Acton-Boxborough SP,Brookfield East DJ,Jacob Tamkin,Aff,28,27
Garland DA,Durham RL,Rebecca Castelloe,Neg,27,28
San Mateo AS,Albuquerque AK,Jakob Tran,Aff,27,27
Scarsdale RM,Fairmont Prep SV,Zaid Umar,Neg,28,28
Peninsula AL,Westwood AY,Lauren Woodall,Neg,29,30
Apple Valley NB,Scarsdale JK,Jalyn Wu,Aff,29,28
Harker KB,Scarsdale KS,Derek Ying,Aff,30,29
Apple Valley KW,James Logan ZW,Jacob Palmer,Neg,29,29
Immaculate Heart MF,Cypress Bay ZR,Diana Alvarez,Neg,27,28
Westlake AK,Saratoga AG,Joseph Barquin,Neg,29,29
Los Altos BF,Loveless Academic Magnet Program RR,Silma Bathily,Aff,29,29
Hunter AI,Harvard-Westlake LD,Grant Brown,Aff,29,29
Scarsdale SV,Strake Jesuit  HZ,Jeong-Wan Choi,Neg,28,29
Fishers GC,Bergen County Academies AK,Leah Clark-Villanueva,Aff,29,28
Westview JO,Memorial SC,Kassie Colón,Neg,29,29
Ardrey Kell SG,Millburn MM,Morgan Copeland,Neg,28,29
Harker AR,Westridge KY,Jared Croitoru,Aff,30,28
Lexington AA,Strake Jesuit  MS,Phoenix Pittman,Neg,29,30
Westwood BJ,Eagan AE,Danielle Dosch,Aff,29,29
Loyola CM,Strake Jesuit  ZD,Colton Gilbert,Neg,29,30
Westwood PM,Ayala AM,Derek Hilligoss,Neg,29,30
La Salle TP,James Logan LZ,Weronika Janczuk,Neg,29,29
Iowa City West HM,Isidore Newman EE,Indu Pandey,Neg,28,29
Strake Jesuit  KS,Loyola AP,River Cook,Aff,30,29
Academy Of Classical Christian Studies JM,Greenhill NT,Mark Kivimaki,Aff,28,28
Leland MN,Ramsay DF,Gordon Krauss,Neg,28,29
Westwood AR,Brentwood MD,Julian Kuffour,Aff,29,29
Edina NK,Millburn ST,Michael Kurian,Neg,28,29
Vestavia Hills GJ,Immaculate Heart SS,Sam Larson,Aff,28,28
Immaculate Heart AW,La Salle ZW,Matt Liu,Aff,29,28
Westwood AG,James Logan KL,Vishan Chaudhary,Aff,29,28
Isidore Newman PJ,Bentonville West KM,Jacob Lugo,Aff,28,28
Vestavia Hills DS,Harker RM,Ian Mattson,Neg,28,29
Eden Prairie AG,Peninsula KD,Lena Mizrahi,Aff,29,29
McNeil SC,San Mateo YR,Andrew Qin,Neg,28,29
Lexington JB,Coppell HA,Kyle Kopf,Aff,29,29
Dwight-Englewood EK,Marlborough ML,Alex Rivera,Aff,28,28
Presentation NR,Lexington AK,Tajaih Robinson,Neg,30,30
Trinity Prep JC,James Logan AB,Austin Broussard,Neg,28,28
Peninsula AY,Strake Jesuit  JS,Akshay Manglik,Neg,28,29
New Trier RK,Peninsula EL,Peyton Reeves,Neg,28,28
Loyola SG,Milton AT,Parth Misra,Neg,28,28
American Heritage Broward MC,Plano West TS,Jalyn Wu,Aff,29,29
Lake Highland Prep PS,Harker PG,Lukas Krause,Aff,29,29
Westlake AC,,,,,
