Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Walpole SP,Germantown CZ,Brian Cai,Neg,28.6,29.0
Hawken ZD,Syosset AP,Salvatore Cavalieri,Neg,28.0,29.0
Lawrenceville MM,Sehome RS,Jonathan Adler,Neg,29.0,29.1
Berkeley Carroll JH,Bronx Science SS,Jason Jiang,Aff,28.9,28.8
Millburn RD,Stuyvesant EL,Christina Xu,Aff,29.0,28.0
St Luke's MW,Stuyvesant YL,Ivelisse Tirado,Aff,28.5,28.0
Marquette GY,Lake Highland Prep ET,Nicholas Ford,Neg,28.6,28.9
Cary Acad LM,Collegiate RA,Stephen Scopa,Aff,29.5,28.0
Harrison AZ,Northern Valley AC,Saied Beckford,Neg,29.5,29.9
Ridge HK,Chapin DT,Chen Lu,Aff,29.3,28.5
Pine View BL,Stuyvesant AQ,Nicholas Ford,Neg,28.7,28.8
Wheatley AM,Scarsdale VT,Yolanda Wang,Neg,27.9,28.2
Walt Whitman SC,Lake Highland Prep GM,Elizabeth Nicaj,Neg,28.4,28.7
Millburn LH,Stuyvesant EC,Vipul Panchal,Aff,29.0,28.9
Syosset JK,Hunter GK,Patrick Pan,Aff,29.4,29.3
Chapin MK,Belen Jesuit Prep AM,Niketh Velamoor,Aff,28.9,28.4
Syosset SP,Bronx Science LS,Olivia Qiu,Neg,28.0,28.5
Bronx Science KL,Syosset AH,Lauren Upadhyay,Aff,29.1,28.6
Stuyvesant EM,Pennsbury AW,Keri Layton,Aff,28.6,28.8
American Heritage Broward ZC,Montville AS,Katy Stenner,Aff,28.7,27.8
Ethel Walker Independent PP,Mountain Lakes EW,Avery Dover,Neg,28.7,29.6
Hunter AC,Northern Valley HK,Katy Stenner,Neg,27.5,29.0
Trinity Prep SH,Cape Fear MS,Jason Jiang,Neg,28.6,28.7
Robinson KN,Lake Highland Prep AW,Yolanda Wang,Neg,28.5,29.0
Harrison PB,Boston Latin SB,Ravi Sitwala,Neg,28.7,29.1
Hunter SE,Lawrenceville TH,Chloe Wolf,Neg,28.5,29.5
Robinson BV,St Luke's SM,Tracy Brown,Neg,28.8,28.9
Brearley IL,Berkeley Carroll ZM,Will Trinh,Aff,28.8,28.3
Concord Carlisle NA,Belen Jesuit Prep MC,Becky Walker,Aff,29.0,28.0
Marquette IN,Walpole RM,Jordana Bales,Neg,28.7,28.8
American Heritage Palm Beach NI,Lexington LA,Eva Lamberson,Aff,28.6,28.2
Rye SV,Fort Walton Beach AW,Ivelisse Tirado,Neg,27.0,28.5
Lexington AL,Fordham Prep OB,Saied Beckford,Aff,29.2,28.8
Winchester EL,Bronx Science GG,Alicia Stickle,Neg,29.1,29.4
Danville Area DN,Cherry Hill HS East CR,Nick Malinak,Neg,28.5,28.7
McDowell TK,Lexington OO,Patrick Pan,Neg,29.0,29.5
Newark Science ZC,Ardsley NN,Conal Thomas-McGinnis,Aff,30.0,28.0
Pine View PB,Stuyvesant KS,Deena McNamara,Neg,28.0,29.0
Clark Advanced Learning Center MG,McDowell GW,Luke Huck,Neg,27.8,27.9
Fort Walton Beach CR,Strath Haven NS,YeonJae Kim,Aff,27.0,28.0
American Heritage Palm Beach AI,Princeton Day MW,Anna Hutcheson,Aff,29.4,28.7
Bronx Science CH,Robinson AD,Deborah Wus,Aff,29.2,28.7
La Salle AR,Trinity Prep CK,Naresh Rajanna,Neg,29.5,29.8
Trinity Prep GP,Winchester AW,Vipul Panchal,Aff,28.8,28.7
Hill JG,North Allegheny SA,Salvatore Cavalieri,Neg,28.0,29.0
Millburn SK,Hill SS,Scott Buermann,Aff,29.0,28.0
Ridge AM,American Heritage Broward JX,Mason Remaley,Neg,28.5,29.8
School Without Walls MS,Brearley IM,Joyce Cai,Neg,28.5,28.7
