Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Memorial DXu,American Heritage Broward MC,Andrew Shaw,Neg,28,28
Lake Nona MH,Catonsville AT,Carolyn Vicari,Neg,28,29
Dulles VN,Princeton JG,David Herrera,Neg,29,29
Northern Valley HS Independent JS,Sharon RG,Lukas Krause,Aff,29,29
Byram Hills EW,American Heritage Broward SS,Zac Clough,Neg,28,29
BASIS Peoria PY,Woodlands PA,Muhammad Khattak,Aff,30,29
Lynbrook SY,,,Aff BYE,Aff BYE,
Newport JQ,Harrison AC,Sam Anderson,Neg,29,29
Palm Beach Independent MP,Tampa-Jesuit TG,Yeou Dong,Aff,29,28
Rock Hill SS,Newtown NT,Surabhi Chopra,Aff,29,28
Acton-Boxborough AL,Princeton AS,Jacob Thomas,Neg,28,29
Trinity Prep LK,George Washington KR,Ying Zhou,Neg,28,29
Brookfield East DJ,Scarsdale SV,Ava Zinman,Aff,29,28
Lake Highland Prep HL,Acton-Boxborough ALi,Vandan Patel,Aff,28,28
Ramsay DF,Riverdale Country SC,Michelle Dai,Aff,29,27
Durham SA,Acton-Boxborough IA,Hever Arjon,Aff,28,28
Newport BZ,Strake Jesuit  RC,Adiba Syed,Neg,27,28
Ogando Independent GO,Scarsdale KS,Jenn Melin,Neg,29,29
Bronx Science IP,Strake Jesuit  MS,angela zhong,Neg,28,29
Interlake EL,Sammamish LW,Henry Eberhart,Neg,29,29
William P. Clements Independent MM,Chattahoochee EK,Jada Bourne,Neg,30,30
Walt Whitman HZ,Strake Jesuit  JS,Jonathan Hsu,Neg,29,29
Westlake JM,Eagan AE,Zoheb Nensey,Aff,29,29
Acton-Boxborough AK,Lake Highland Prep AV,Reed Weiler,Neg,28,29
San Mateo YR,Mercer Island KS,Megha Prasad,Aff,29,29
Strake Jesuit  JK,Oxford VM,Viren Abhyankar,Neg,29,29
Strake Jesuit  KS,Lake Oswego Senior LZ,Jonathan Hsu,Aff,29,29
Newport AA,Durham JH,Vidhi Shah,Neg,29,29
BASIS Peoria MB,Strake Jesuit  EP,Ying Zhou,Aff,30,28
Trinity Prep JC,Lake Highland Prep AB,Fabrice Etienne,Neg,28,29
King AT,Claudia Taylor Johnson AP,Jada Bourne,Neg,29,29
