Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Brookfield East DJ,Sammamish LW,James Stuckert,Aff,29,29
George Washington KR,Newtown PC,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Tempe Prep CC,North Mecklenburg PM,Emily Jackson,Neg,29,29
Acton-Boxborough SP,Lexington MS,Shubh Agrawal,Aff,29,29
Millburn AX,Appleton North MU,Michael Kurian,Neg,29,30
Ramsay DF,Randolph JP,Hever Arjon,Aff,28,28
Hunter AH,BASIS Independent Silicon Valley Independent SK,Henry Eberhart,Neg,28,28
William P. Clements Independent MM,Montgomery CH,Daniel Shatzkin,Aff,29,28
Westlake JM,Strake Jesuit  JY,Syamantak Sen,Neg,28,29
George Washington MF,Newport EL,Syamantak Sen,Neg,28,28
American Heritage Broward JA,Tampa-Jesuit RJ,Ronak Ahuja,Aff,30,30
Harrison MB,Carnegie Vanguard SR,Rafael Li,Neg,30,30
Lake Highland Prep YA,Livingston RB,Jacob Palmer,Neg,27,29
Millburn MM,Bronx Science IP,Alex Avery,Neg,28,28
Interlake EL,Riverdale Country SC,Hever Arjon,Aff,30,28
Plano East VR,Lake Highland Prep VS,Joshua Porter,Aff,29,29
Strake Jesuit  KS,BASIS Peoria PY,Jenn Melin,Aff,30,30
Dulles VN,American Heritage Broward SS,Ronak Ahuja,Neg,29,30
George Washington MP,Montville SH,Joshua Porter,Neg,29,29
Newport BL,Bronx Science KH,Jung Park,Neg,29,30
Millburn ST,Memorial SC,David Herrera,Neg,29,29
Acton-Boxborough AK,Durham SA,Jacob Thomas,Neg,28,28
Lake Highland Prep AV,Trinity Prep JC,Daniel Shatzkin,Aff,27,27
Bergen County Academies AK,Acton-Boxborough AL,Kattichka Cazeau,Aff,30,29
Memorial DX,Harrison AC,Saianurag Karavadi,Aff,30,29
Mahtomedi SS,Lexington EY,Sreyaash Das,Neg,29,29
Scarsdale DH,Eagan AE,Charles Karcher,Neg,29,29
Providence AA,Durham RL,Sumedha Englund,Neg,28,29
Tampa-Jesuit MH,Byram Hills EW,Yeou Dong,Neg,28,29
Strake Jesuit  JS,Bronx Science NK,Lukas Krause,Aff,29,29
Newtown KS,Montville NP,Mike Davis,Neg,29,30
Prospect ST,Acton-Boxborough TW,Chetan Hertzig,Aff,29,28
Newport JQ,Mercer Island KS,Greg Stevens,Neg,30,30
Chattahoochee EK,Academy Of Classical Christian Studies JM,Henry Eberhart,Aff,30,29
Strake Jesuit  EP,Cooper City NR,Dominic Henderson,Neg,29,29
Plano East AM,Walt Whitman HZ,Parth Misra,Neg,26,28
Lexington BF,Claudia Taylor Johnson AP,Tahj Johnson,Aff,30,29
George C Marshall RH,Carnegie Vanguard LH,Dominic Henderson,Neg,28,28
Bronx Science RP,Randolph CC,Jada Bourne,Aff,28,28
Lake Highland Prep SV,Bergen RZ,Reed Weiler,Aff,29,28
Woodlands AH,Lexington CH,Andrew Shaw,Neg,28,29
Strake Jesuit  ZD,Byram Hills AK,Tahj Johnson,Aff,30,29
South Eugene Independent KS,Oxford VM,Andrew Shaw,Neg,29,30
Cherry Creek EZ,Hunter AI,Jharick Shields,Neg,28,29
Lake Highland Prep NP,Plano East AD,Michael Kurian,Aff,30,29
American Heritage Broward MC,Tampa-Jesuit TG,Muhammad Khattak,Aff,28,28
Aragon ZA,Scarsdale SV,Kyle Kopf,Aff,29,29
Lake Highland Prep AB,Scripps Ranch AS,Saianurag Karavadi,Neg,30,29
BASIS Peoria MB,Newport AA,Zack Preble,Aff,28,27
Newport BZ,Lake Oswego Senior LZ,Devansh Dubey,Neg,29,29
Park City NL,Memorial DXu,David Herrera,Aff,29,29
Golden State NS,Rock Hill LM,Zack Preble,Neg,27,27
Fremont AK,Acton-Boxborough ALi,Brian Zhou,Aff,28,27
William P. Clements Independent KK,Princeton JG,Quinn Hughes,Neg,29,29
Acton-Boxborough IA,duPont Manual HS  / Youth Performing Arts AE,Tayyab Palanpurwala,Neg,29,30
Scarsdale KS,Strake Jesuit  MS,Brian Zhou,Neg,28,28
Princeton PE,Moravian Academy Upper MJ,Ava Zinman,Aff,29,29
Ridge VS,Lynbrook SY,Ava Zinman,Aff,29,29
Northern Valley HS Independent JS,Lake Highland Prep HL,Phoenix Pittman,Aff,29,29
Newport SG,Woodlands PA,Zac Clough,Neg,28,29
Harrison TB,Lexington AT,Charles Karcher,Neg,28,29
Ridge MS,Palm Beach Independent MP,Rishabh Ganesh,Aff,30,30
Lexington AM,Newtown NT,Sam Anderson,Aff,28,28
Jupiter KG,Rock Hill SS,Nam Nguyen,Aff,29,29
Ardrey Kell RG,Lake Highland Prep WH,Fabrice Etienne,Aff,29,29
McNeil KJ,Ogando Independent GO,Jane Sawyer,Aff,29,26
Princeton AS,Plano East HN,Sreyaash Das,Aff,29,29
Lake Highland Prep AVe,Catonsville AT,Jenn Melin,Aff,30,30
Harrison JP,Durham JH,Megan Butt,Aff,29,29
Scarsdale BS,Lexington AK,James Stuckert,Neg,29,29
Syosset LG,CR North GY,Zac Clough,Aff,29,28
Ridge SN,Iowa City West NW,Quinn Hughes,Neg,29,29
American Heritage Broward AP,King AT,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Cherry Creek KK,Dulles TY,Tayyab Palanpurwala,Neg,29,29
King CP,Strake Jesuit  JK,Kati Johnson,Aff,30,29
,Trinity Prep LK,,Neg BYE,Neg BYE,
Newport EY,San Mateo YR,Lukas Krause,Neg,29,30
Lake Highland Prep PS,Strake Jesuit  RC,Sarah Botsch-McGuinn,Aff,29,29
