Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
West Des Moines Valley CK,Brophy CC,Allison Aldridge,Aff,26,28
Princeton JG,Lexington CH,Elias Altman,Neg,29,30
Syosset LG,Westford AW,Nethmin Liyanage,Aff,29,28
Unionville PW,Millburn EC,Aphe Astrachan,Aff,28,28
Scripps Ranch AS,Strake Jesuit  DA,Curtis Chang,Aff,29,29
American Heritage Broward SS,Pennsbury EH,Andrew Chin,Neg,28,28
American Heritage Broward JA,McDowell JJ,Conal Thomas-McGinnis,Aff,28,28
Randolph JP,Peachtree Ridge RL,Dinesh Chopra,Aff,28,28
Academy Of Classical Christian Studies JM,Mountain View EN,Mariana Colicchio,Aff,30,29
Byram Hills SH,Dr. Phillips AD,Keshav Dandu,Aff,29,29
King CP,Pennsbury GB,Abhilash Datti,Aff,28,28
Milton AT,Randolph CC,Zac Davis,Aff,28,27
Bronx Science TB,West Des Moines Valley SJ,T.J. Maher,Neg,28,29
Needham TL,Loveless Academic Magnet Program RR,Eric Endsley,Neg,28,28
Millburn WW,Mission San Jose SR,Fabrice Etienne,Neg,28,29
Hunter AL,Princeton CB,Joshua Philip,Neg,28,29
Stuyvesant LC,Hoover SL,Nathan Frenkel,Aff,29,28
Walt Whitman EY,American Heritage Broward MC,Luke Gastelu,Neg,29,29
Bronx Science NK,Lexington FM,Kirstin Gray,Neg,28,29
Memorial BD,James Logan SM,Wyatt Hatfield,Aff,29,29
BASIS Peoria PY,Mission San Jose SS,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Ridge SN,Millburn AK,Devin Jiang,Aff,29,29
Hunter AI,Strake Jesuit  VM,Animesh Joshi,Neg,29,29
Evergreen Valley SS,Millburn BW,Ildar Khabibrakhmanovk,Aff,29,28
Clover Hill MM,Claudia Taylor Johnson AP,Symone Whalin,Neg,29,29
Thomas Jefferson HSST AP,West Des Moines Valley RT,Rohit Lakshman,Neg,29,29
Oak Grove AA,Lexington JB,Andrew Lee,Neg,28,29
Mission San Jose SB,Colonial Forge SR,Christian Brown,Neg,28,29
Sharon RG,Charlotte Latin EL,Alex Rivera,Neg,28,28
Catonsville AT,Monta Vista KR,Richard Li,Aff,29,29
Brophy SA,Princeton ND,Remington Roy,Neg,29,29
Princeton ML,Roeper RL,Vandan Patel,Aff,29,29
Bronx Science IP,Holy Trinity Episcopal BL,Matthew Slencsak,Neg,28,29
Durham BG,Unionville AS,Brenna McConnell,Neg,28,28
La Salle TP,American Heritage Broward EM,Mark Kivimaki,Neg,28,29
Harrison EM,Lake Highland Prep PS,Parth Misra,Aff,30,30
Westford AP,Princeton VC,Eshwar Mohan,Neg,28,27
West Des Moines Valley JS,Flintridge Prep TV,Abby Morris,Aff,28,28
Lexington AK,Edgemont Junior-Senior AJ,Jacob Nails,Aff,29,28
Olympia BO,Syosset BL,Amulya Natchukuri,Aff,29,28
West Des Moines Valley MM,Syosset ML,Naomi Robles,Neg,29,29
Sam Barlow EL,Montville SH,Amy Nyberg,Aff,30,30
Harrison JC,James Logan AB,Temitope Ogundare,Neg,29,29
Lexington AMa,Ridge DJ,Aaron Pottinger,Aff,28,28
Ardrey Kell SG,Solebury LN,Lisa Pearo,Aff,29,28
Edgemont Junior-Senior AA,Montville NP,Reid Pinckard,Aff,29,28
Lake Highland Prep YA,Lexington VM,Anand Rao,Aff,29,29
Charlotte Country Day AC,Montville AA,Ken Rieger,Aff,29,28
Village RB,Lake Nona BJ,Amelia Ritenour,Aff,29,28
Needham LF,Strake Jesuit  NW,Henry Eberhart,Neg,28,27
Memorial DX,Pittsburgh Central Catholic EF,Tajaih Robinson,Aff,29,29
Ridge VS,James Logan RS,Arshita Sandhiparthi,Aff,30,30
Montville RP,King AT,Stephen Scopa,Aff,28,28
Acton-Boxborough AM,Olympia OE,Badri Raghavan,Aff,29,28
Byram Hills EW,Stuyvesant MZ,Justin Smith,Neg,28,29
Lincoln JR,Montville AM,Kukie Srivastava,Neg,29,29
Unionville MG,Scarsdale OL,Katy Stenner,Neg,28,29
Lake Highland Prep AV,Scarsdale JT,Favian Sun,Neg,29,29
Lovejoy JV,James Logan ZW,Anthony Survance,Aff,28,27
Chaminade ZS,Hunter AH,Clement Agho-Otoghile,Neg,28,28
Harrison TB,Strake Jesuit  MS,Eric Tang,Neg,28,29
Millburn AX,American Heritage Broward NR,Victor Chen,Aff,29,28
Byram Hills AK,Summit MR,Neville Tom,Aff,29,29
Scarsdale BS,Millburn ST,Nathaniel Tran,Aff,29,28
Lexington AR,Strake Jesuit  JW,Calvin Tyler,Neg,29,29
Bronx Science KH,North Mecklenburg PM,Bennett Fees,Neg,28,29
Lexington AG,Park City NL,Ben Waldman,Neg,28,29
Ardrey Kell SA,Dublin AL,Harry Wang,Neg,27,28
Dulles TY,Monta Vista RD,Annie Wang,Aff,28,28
Strake Jesuit  HZ,Holy Ghost Prep MM,Tyler Wood,Aff,29,28
Acton-Boxborough AK,Harrison MB,lila lavender,Neg,27,28
Charlotte Latin AP,,,,,
