Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
West Des Moines Valley LV,Edgemont AP,Ron Davis,Neg,28.0,29.5
Rosemount RS,St Croix Prep AD,Kristin Neary,Neg,29.4,29.5
Brookfield East YM,Barrington AC,Andrew Ladhani,Neg,28.5,29.0
Greenhill SK,Harrison JG,Danielle Schmitt,Neg,28.8,28.9
Summit CC,West Des Moines Valley LS,Ron Davis,Neg,29.0,28.0
West Bend ER,West Des Moines Valley JW,Danielle Schmitt,Neg,28.0,28.2
Walt Whitman HZ,Jordan KV,Calvin McMahon,Aff,25.3,27.0
Greenhill DM,Edina VS,Daniel Wochnick,Aff,29.1,28.9
Brophy YS,Neenah KH,Kenneth Rieger,Neg,28.0,28.5
Eden Prairie AB,Bronx Science AB,Guhan Krishnan,Aff,28.5,28.0
Lakeville South EH,Seven Lakes CO,Daniel Wochnick,Aff,29.2,29.0
Neenah JB,St Michael Albertville ZD,Naresh Kannambadi,Aff,28.5,28.0
Edina SV,Sage Oak Charter AK,Nicholas Copland,Neg,29.0,29.7
Wayzata BF,Eagan JK,Kristin Neary,Aff,29.9,29.8
Robbinsdale Armstrong LD,Edina BM,Andrew Ladhani,Neg,27.5,29.5
Lexington MS,Lakeville South AY,Joe Schmitt,Aff,29.8,29.7
Neenah AL,Eagan AH,Tamika Wiesner,Aff,29.1,29.0
Bronx Science SL,Wayzata NB,Daniella Mints,Aff,29.0,28.5
Andover EY,Westwood AP,David Umstot,Neg,28.2,28.5
Eagan PK,Harvard-Westlake KM,Calvin McMahon,Neg,26.0,26.1
East Chapel Hill AX,Germantown YK,Elyse Colihan,Neg,29.0,30.0
Brophy TJ,Homestead WB,Elyse Colihan,Aff,29.0,28.5
West Des Moines Valley LR,Rosemount SK,Jack Steele,Aff,29.0,27.9
Concord Carlisle FZ,Flower Mound AM,Kacee Wells,Neg,28.9,29.2
Harvard-Westlake LD,Lexington RL,Nicholas Copland,Aff,30.0,29.9
Delores Taylor Arthur School for Young Men JB,Polytechnic AT,Rodrigo Paramo,Aff,28.6,28.3
Walt Whitman SC,Wayzata JP,Guhan Krishnan,Neg,27.6,28.3
Rosemount CL,Bronx Science AR,Naresh Kannambadi,Neg,28.0,28.5
Holy Trinity Episcopal RP,Edina AK,Jonathan Meza,Aff,28.9,28.6
Robbinsdale Armstrong QH,Neenah DB,Zi Wang,Neg,27.8,28.2
Washington-Liberty DM,West Bend DG,Malcolm Davis,Aff,28.9,28.5
Summit MR,Eden Prairie AG,Rodrigo Paramo,Aff,28.5,28.4
Cary Acad DH,St Croix Prep BA,Sam Anderson,Aff,29.4,28.5
Coppell SK,Greenwich LW,Kacee Wells,Neg,28.0,29.3
West Des Moines Valley JN,Mamaroneck SS,Mahender Ginuga,Neg,28.0,29.0
Acton-Boxborough NK,Cary Acad RR,Mark Kivimaki,Neg,28.7,29.0
Neenah NB,Westwood IX,Daniella Mints,Neg,28.0,28.1
West Bend NM,Edina EH,Helen Moon,Neg,28.9,29.0
Coppell KT,Harvard-Westlake AM,Joe Schmitt,Neg,29.7,29.8
Edina JB,Lawrenceville MM,Hannah Stafford,Neg,29.4,29.5
Newark Science AL,Jordan FJ,DH Henderson,Aff,29.6,29.1
Edina RB,St Michael Albertville BD,David Umstot,Aff,29.0,28.8
Cary Acad RM,Edina IM,Helen Moon,Aff,29.5,29.0
Edina SB,Eagan ET,Tamika Wiesner,Aff,28.0,26.0
Lawrenceville TH,Edina AJ,Sam Anderson,Neg,29.3,28.8
Wayzata NS,Greenhill MA,Mark Ahlstrom,Neg,28.5,28.8
Seven Lakes VS,Renaissance CB,Skye Spindler,Aff,29.5,29.2
Greenhill AK,Acton-Boxborough AK,Nine Abad,Aff,29.0,28.8
Edina SJ,,,Aff BYE,Aff BYE,
